I Adore Mi Amor - Color Me Badd - 1991,"Az I Adore Mi Amor, a Color Me Badd csoport első számú R&B kislemeze. A dal egy hétig vezette az USA R&B listáját.",A dal 1991. szeptember 21-én átvette a vezetést a Billboard Hot 100-as listáján és két hétig vezette is azt. ,I Adore Mi Amor a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1991-09-21"",""Billboard Hot 100 (USA) - 1., 1991. szeotember 21. október 5."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/i%20adore%20mi%20amor/"",""Official Charts (UK) - 44., 1991. október 12."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-8925"",""Offizielle Deutsche Charts (DE) - 44., 1991. november 11."")",Color Me Badd I Adore Mi Amor a YouTube oldalán,"=HYPERLINK(""https://www.youtube.com/watch?v=92NdfSeOLA0"",""https://www.youtube.com/watch?v=92NdfSeOLA0"")",https://youtu.be/92NdfSeOLA0,2019. október 1-én,"4,244,172 megtekintés",29K like,1.2K dislike,"2,607 komment",Color Me Badd I Adore Me Amor című dalának adatai,I Adore Me Amor,Color Me Badd ,C.M.B.,Pop,1991,,Tudj meg még többet Color Me Badd I Adore Mi Amor című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/I_Adore_Mi_Amor"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/en/track/510140452?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/2cvWdf4DRETYWWibcjQuue"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tmax5ced2wanprpzjxeibxfh3je?play=1&u=0"",""Google Play"")",Color Me Badd I Adore Mi Amor dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/colormebadd/iadoremiamor.html"",""Color Me Badd I Adore Mi Amor dalszöveg"")"
Goo Vibrations - Marky Mark feat The Funky Bunch - 1991,"A Goo Vibrations egy Funky Bunch dal. 1991 júliusában adták ki, mint a Music for the People debütáló albumuk vezető singlejét. ","A dal első számú sláger lett az Egyesült Államokban, Dániában, Svédországban és Svájcban. A zenei videó, fekete-fehér volt és a 20 éves Marky Mark szerepelt benne. ",Good Vibrations a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1991-10-05"",""Billboard Hot 100 (USA) - 1., 1991. október 5. - október 12."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/good-vibrations-ft-loleatta-holloway/"",""Official Charts (UK) - 14., 1991. augusztus 31."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-2329"",""Offizielle Deutsche Charts (DE) - 3., 1991. október 14."")",Marky Mark feat The Funky Bunch Good Vibrations a YouTube oldalán,https://www.youtube.com/watch?v=AO9909uexu8,https://youtu.be/AO9909uexu8,2019. október 1-én,"8,350,028 megtekintés",32K like,1.6K dislike,"1,972 komment",Marky Mark feat The Funky Bunch Good Vibrations című dalának adatai,Good Vibrations,Marky Mark feat The Funky Bunch,Music for the People,Hip-Hop/Rap,1991,"Jelölés: MTV Video Music Award: A legjobb táncvideó, MTV Video Music Award: A legjobb rap-videó, MTV Video Music Award: A legjobb koreográfia",Tudj meg még többet Marky Mark feat The Funky Bunch Good Vibrations című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Good_Vibrations_(Marky_Mark_and_the_Funky_Bunch_song)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/en/track/17600136?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/03ZfzcyHfeWSuADL87VuTQ"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tokfmjqukwy4chp5c27yn4axdf4?play=1&u=0"",""Google Play"")",Marky Mark feat The Funky Bunch Good Vibrations dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/markymarkandthefunkybunch/goodvibrations.html"",""Marky Mark feat The Funky Bunch Good Vibrations dalszöveg"")"
Emotions - Mariah Carey - 1991,"Az Emotions című dalt Mariah Carey, Robert Clivillés, David Cole, a C + C Music Factory írta és készítette 1991-ben. Zeneileg nagymértékben befolyásolja az 1970-es évek discozenéje. ","Az Emotions című dal, Carey ötödik első számú slágere lett, amely az amerikai Billboard Hot 100-as listán átvette a vezetést, három hétig vezette azt. ",Emotions a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1991-10-12"",""Billboard Hot 100 (USA) - 1., 1991. október 12. - november 2."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/emotions/"",""Official Charts (UK) - 17., 1991. május 10."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-20298"",""Offizielle Deutsche Charts (DE) - 39., 1991. október 28."")",Mariah Carey Emotions a YouTube oldalán,https://www.youtube.com/watch?v=NrJEFrth27Q,https://youtu.be/NrJEFrth27Q,2019. október 1-én,"31,821,435 megtekintés",253K like,6.1K dislike,"21,115 komment",Mariah Carey Emotions című dalának adatai,Emotions,Mariah Carey,Emotions,"Contemporary R&B, Christian/Gospel",1991,Jelölés: Grammy-díj: A legjobb női pop előadás,Tudj meg még többet Mariah Carey Emotions című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Emotions_(Mariah_Carey_song)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/en/track/99675070?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/0SHpIbyBLUugMXsl3yNkUz"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Ti7gmnjp3vu6zgvy5u5tgammcxe?play=1&u=0"",""Google Play"")",Mariah Carey Emotions dalszöveg,"=HYPERLINK(""https://genius.com/Mariah-carey-emotions-lyrics"",""Mariah Carey Emotions dalszöveg"")"
Romantic - Karyn White - 1991,"Jimmy Jam, Terry Lewis és Karyn White írta és szerezte az 1991-es Romantic című dalt. Az amerikai énekesnő legismertebb dala. ","A Romantic című a dal a szexről és szexuális vonzalomról szól. 26. helyen szerepelt a Billboard válogatásán, a minden idők 50 legszexisebb listáján. ",Romantic a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1991-11-02"",""Billboard Hot 100 (USA) - 1., 1991. november 2. - november 9."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/romantic/"",""Official Charts (UK) - 23. 1991. augusztus 17."")",-,Karyn White Romantic a YouTube oldalán,https://www.youtube.com/watch?v=Mu-ty0dC9k4,https://youtu.be/Mu-ty0dC9k4,2019. október 1-én,"1,980,226 megosztás",8.8K like,374 dislike,784 komment,Karyn White Romantic című dalának adatai,Romantic,Karyn White,Ritual of Love,Contemporary R&B,1991,,Tudj meg még többet Karyn White Romantic című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Romantic_(song)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/en/track/451327032?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/3Xa92ersI2ffOejB5sNeqP"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/T6t5evldiwvbi2z3cjyc4cndayu?play=1&u=0"",""Google Play"")",Karyn White Romantic dalszöveg,"=HYPERLINK(""https://genius.com/Karyn-white-romantic-lyrics"",""Karyn White Romantic dalszöveg"")"
Cream - Prince and the New Power Generation - 1991,"A Cream című dalt Prince írta, mely az ötödik és egyben utolsó számú kislemeze volt a Billboard Hot 100-on. ","A dal sikerességét mi sem bizonyítja jobban, mint, hogy 1991. november 9-én átvette a vezetést a Billboard Hot 100-on és két hétig vezette azt. ",Cream a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1991-11-09"",""Billboard Hot 100 (USA) - 1., 1991. november 9. - november 23."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/cream/"",""Official Charts (UK) - 15., 1991. szeptember 21."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-2333"",""Offizielle Deutsche Charts (DE) - 21., 1991. október 7."")",Prince and the New Power Generation Cream a YouTube oldalán,https://www.youtube.com/watch?v=rrbFQEcpJ3A,https://youtu.be/rrbFQEcpJ3A,2019. október 1-én,"4,746,747 megtekintés",32K like,1.3 dislike,"1,370 komment",Prince and the New Power Generation Cream című dalának adatai,Cream,Prince and the New Power Generation,Diamonds and Pearls,Pop,1991,,Tudj meg még többet Prince and the New Power Generation Cream című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Cream_(Prince_song)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/en/track/142080263?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/0qcgEPOg67XnxGizdAAcGa"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/T3wcxhbs2pdj25oz2zdedxm7ycq?play=1&u=0"",""Google Play"")",Prince and the New Power Generation Cream dalszöveg,"=HYPERLINK(""https://genius.com/Prince-and-the-new-power-generation-cream-lyrics"",""Prince and the New Power Generation Cream dalszöveg"")"
When a Man Loves a Woman - Michael Bolton - 1991,"A When a Man Loves a Woman című dalt eredetileg egy Percy Sledge, dal melyet több énekes is feldolgozott már, köztük Michael Bolton is. ","A dal feldolgozása elérte az első helyezést az amerikai pop és felnőtt kortárs kislemezek listáján, továbbá Grammy díjat is kapott érte Michael Bolton. ",When a Man Loves a Woman a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1991-11-23"",""Billboard Hot 100 (USA) - 1., 1991. november 23. - november 30."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/when-a-man-loves-a-woman/"",""Official Charts (UK) - 8., 1991. szeptember 11. "")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-11033"",""Offizielle Deutsche Charts (DE) - 52., 1991. december 23."")",Michael Bolton When a Man Loves a Woman a YouTube oldalán,https://www.youtube.com/watch?v=MUuNDb-nm5M,https://youtu.be/MUuNDb-nm5M,2019. október 1-én,"98,760,498 megtekintés",456K like,18K dislike,"12,798 komment",Michael Bolton When a Man Loves a Woman című dalának adatai,When a Man Loves a Woman,Michael Bolton,"Time, Love & Tenderness",Soft rock,1991,Grammy-díj: A legjobb férfi pop vokális előadás,Tudj meg még többet Michael Bolton When a Man Loves a Woman című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/When_a_Man_Loves_a_Woman_(song)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/en/track/13144895?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/4wQ6v4Q5YidrpC85KuBlTL"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Txbz5ljmvzxp5wmtzcjhxclfyiy?play=1&u=0"",""Google Play"")",Michael Bolton When a Man Loves a Woman dalszöveg,"=HYPERLINK(""https://genius.com/Michael-bolton-when-a-man-loves-a-woman-lyrics"",""Michael Bolton When a Man Loves a Woman dalszöveg"")"
Set Adrift On Memory Bliss - P. M. Dawn - 1991,"A Set Adrift on Memory Bliss című dal a PM Dawn amerikai hip-hop együttesének elsőszámú kislemeze, melyel hatalmas sikert arattak. ","Érdekesség, hogy a dal lassabb, balladás változatát újratervezték a Backstreet Boys számára, majd felvették a második nemzetközi albumukra, a Backstreet's Back-re. A Billboard Hot 100-as listát egy hétig vezette. ",Set Adrift On Memory Bliss a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1991-11-30"",""Billboard Hot 100 (USA) - 1., 1991. november 30. - december 7."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/set-adrift-on-memory-bliss/"",""Official Charts (UK) - 3., 1991. augusztus 17."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-2321"",""Offizielle Deutsche Charts (DE) - 3., 1991. szeptember 16."")",P. M. Dawn Set Adrift On Memory Bliss  a YouTube oldalán,https://www.youtube.com/watch?v=M5VoTLTdr2A,https://youtu.be/M5VoTLTdr2A,2019. október 1-én,"1,587,887 megtekintés",21K like,514 dislike,928 komment,P. M. Dawn Set Adrift On Memory Bliss  című dalának adatai,Set Adrift On Memory Bliss,P. M. Dawn,"Of the Heart, of the Soul and of the Cross: The Utopian Experience",R&B/Soul,1991,,Tudj meg még többet P. M. Dawn Set Adrift On Memory Bliss című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Set_Adrift_on_Memory_Bliss"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/en/track/116094534?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/6ZsOiz2imW92dH8gA3MRw5"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tzhfecbjihgpxdjsfeu7j3idyye?play=1&u=0"",""Google Play"")",P. M. Dawn Set Adrift On Memory Bliss  dalszöveg,"=HYPERLINK(""https://genius.com/Pm-dawn-set-adrift-on-memory-bliss-lyrics"",""P. M. Dawn Set Adrift On Memory Bliss  dalszöveg"")"
Black or White - Michael Jackson - 1991,"A Black or White című dalt az Epic Records adta ki 1991. november 11-én, a dalt Bill Bottrell- rel közösen írta, komponálta és készítette az énekes .","A dal a tánc, a hip-hop és a kemény rock elemeiből áll. Számos országban elérte a toplisták elhő helyét köztük az Egyesült Államokban, az Egyesült Királyságban, Kanadában, Mexikóban, Kubában Törökországban, Zimbabweban stb. ",Black or White a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1991-12-07"",""Billboard Hot 100 (USA) - 1., 1991. december 7. - 1992. január 25."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/black%20or%20white/"",""Official Charts (UK) - 1., 1991. november 23."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-2340"",""Offizielle Deutsche Charts (DE) - 2., 1991. november 18."")",Michael Jackson Black or White a YouTube oldalán,https://www.youtube.com/watch?v=F2AitTPI5U0,https://youtu.be/F2AitTPI5U0,2019. október 1-én,"303,822,182 megtekintés",1.4M like,56K dislike,"60,144 komment",Michael Jackson Black or White című dalának adatai,Black or White,Michael Jackson,Michael Jackson's This Is It,,1991,Jelölés: Grammy-díj: A legjobb férfi pop vokális előadás,Tudj meg még többet Michael Jackson Black or White című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Black_or_White"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/en/track/13129208?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/0oX4SealMgNXrvRDhqqOKg"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tdrnpaf7dfaosyttfoiqpigfv2y?play=1&u=0"",""Google Play"")",Michael Jackson Black or White dalszöveg,"=HYPERLINK(""https://genius.com/Michael-jackson-black-or-white-lyrics"",""Michael Jackson Black or White dalszöveg"")"
h1 /Title,h2/meta,body,1. h3,"Billboard Hot 100 (USA) - 1., 1992. január 25 - 1992. december 31.",Official Charts (UK),Offizielle Deutsche Charts (DE) ,2. h3,YouTube link,YouTube beágyazás link,Adatlap készítésének dátuma,Megtekintések,Like-ok száma,Dislike-ok száma,Kommentek száma,3. h3,Dal,Előadó - címke 1,Album,Műfaj,Kiadás éve,Díjak,4. h3,Wikipedia ,Deezer,Spotify,Google Play,5. h3,Dalszöveg link
Color Me Badd - All 4 Love - 1991,"A dal 1991-ben jelent meg, egy hétig vezette a Billboard Hot 100-as listát. ","Az album annyira sikeres lett, hogy hárommillió példányban fogyott el az Egyesült Államokban.",Color Me Badd a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1992-01-25"",""Billboard Hot 100 (USA) - 1., 1992. január 25. - 1992. február 1."")","=HYPERLINK(""https://www.officialcharts.com/artist/27015/color-me-badd/"",""Official Charts (UK) - 5., 1992. augusztus 3."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-21672"",""Offizielle Deutsche Charts (DE) - 23., 1991. augusztus 19."")",All 4 Love Color Me Badd a YouTube oldalán,https://www.youtube.com/watch?v=PccRs1HR7VI,https://youtu.be/PccRs1HR7VI,2019. augusztus 28-án,"3,558,665 megtekintés",17K like,799 dislike,"1,209 komment",All 4 Love Color Me Badd című dalának adatai,Color Me Badd,All 4 Love ,C.M.B,Pop,1991,,Tudj meg még többet All 4 Love Color Me Badd című daláról,-,"=HYPERLINK(""https://www.deezer.com/sv/track/763144?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/17mrdLXkhmlY36jRm9cUbw"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/T2wo4dsia4ootdvhju24hhfwcbq?play=1&u=0"",""Google Play"")",All 4 Love Color Me Badd dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/colormebadd/all4love.html"",""All 4 Love Color Me Badd dalszöveg"")"
"Don't Let The Sun Go Down On Me - George Michael,Elton John - 1991","A dalt  Elton John angol énekes és dalszövegírója, Bernie Taupin írta. Egy hétig vezette a Billboard Hot 100-as listáját. ","A dalt eredetileg 1974-ben Elton John rögzítette a Caribou stúdió-albumán. Majd 1991-ben John és George Michael újra kiadta, hatalmas sikert aratva. ",Don't Let The Sun Go Down On Me a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1992-02-01"",""Billboard Hot 100 (USA) - 1., 1992. február 1. - 1992. február 8."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/the%20sun%20go%20down%20on%20me/"",""Official Charts (UK) - 1., 1991. december 7."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-2356"",""Offizielle Deutsche Charts (DE) - 4., 1991. december 23.."")","George Michael,Elton John Don't Let The Sun Go Down On Me a YouTube oldalán",https://www.youtube.com/watch?v=RsKqMNDoR4o,https://youtu.be/RsKqMNDoR4o,2019. augusztus 28-án,"71,977,294 megtekintés",263K like,14K dislike,"17,896 komment","George Michael,Elton John Don't Let The Sun Go Down On Me című dalának adatai",Don't Let The Sun Go Down On Me,"George Michael,Elton John",Unplugged,Pop,1991,,"Tudj meg még többet George Michael,Elton John Don't Let The Sun Go Down On Me című daláról","=HYPERLINK(""https://en.wikipedia.org/wiki/Don%27t_Let_the_Sun_Go_Down_on_Me"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/10392073?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/3coLNlyStg9h7f8CZ103Rl"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tlgd3rn4gigjlmqrkbmundqnsgq?play=1&u=0"",""Google Play"")","George Michael,Elton John Don't Let The Sun Go Down On Me dalszöveg","=HYPERLINK(""https://www.azlyrics.com/lyrics/georgemichael/dontletthesungodownonme.html"",""George Michael,Elton John Don't Let The Sun Go Down On Me dalszöveg"")"
I'm Too Sexy - Right Said Fred - 1991,"A Too Too Sexy a Right Said Fred brit csoport debütáló dala, Billboard hot 100-as listát három hétig vezette. ","A dal több rekordot is tart, az Egyesült Királyság Singles Chart listáján hat hétig volt a második, sosem érte ez az első helyet. ",I'm Too Sexy a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1992-02-08"",""Billboard Hot 100 (USA) - 1., 1992. február 8. - 1992. február 29."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/i'm%20too%20sexy/"",""Official Charts (UK) - 2., 1991. július 27."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-10381"",""Offizielle Deutsche Charts (DE) - 14., 1992. március 16."")",Right Said Fred I'm Too Sexy a YouTube oldalán,https://www.youtube.com/watch?v=P5mtclwloEQ,https://youtu.be/P5mtclwloEQ,2019. augusztus 28-án,"15,393,518 megtekintés",88K like,6K dislike,"7,790 komment",Right Said Fred I'm Too Sexy című dalának adatai,I'm Too Sexy,Right Said Fred,Up,Pop,1991,,Tudj meg még többet Right Said Fred I'm Too Sexy című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/I%27m_Too_Sexy"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/630251?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/1qgGxfnTXeBOkBNnLzDi36"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/T2qhjecfrhbqqezgfbctaiey66m?play=1&u=0"",""Google Play"")",Right Said Fred I'm Too Sexy dalszöveg,"=HYPERLINK(""https://genius.com/Right-said-fred-im-too-sexy-lyrics"",""Right Said Fred I'm Too Sexy dalszöveg"")"
